abandon,"動詞,放棄,名詞,放縱,放任"
interlocking,"記,連鎖,使緊密接合,互相,鎖,連鎖的,反,獨立自治的,無黨派的,聯鎖的"
interlude,"記,在中間,玩耍,在玩鬧之間,休息,幕間休息,幕間喜劇,在各幕之間表演的滑稽短劇,間歇,兩段時期中間之時間,間隔的時間,戲劇或歌劇兩幕間,聖詩等兩段之間之間歇"
intermediary--0,"仲裁者,調解者,媒介物,中間人,中間的,媒介的"
interminable--0,"貶,無盡頭的,持續過久的"
intermingle,"記,使混合,讀民工,混合了各地的人,使混合,使攙和,混合"
intermission,"名,詞,間歇,暫停,中斷,幕間休息"
intermittent--0,"間歇的,時斷時續的,週期性的"
intern,"記,中間,看成監獄和公司,拘留犯,在公司中作實習生,源于,內在的,內部的,關在內部,拘禁,實習,在戰爭時期的,拘禁,做實習生,實習生,拘留犯,參,實習醫師,實習期,實習醫師,被拘留者,作實習醫師,拘留"
internecine,"互相殘殺的,兩敗俱傷的,內部沖突的"
interplay--0,"互相作用,作用和反作用,互相作用"
interpolate,"記,中間,磨光,修飾,在中間修飾,竄改,破,使課本中間變得破,不好,竄改,通過插入新的或不正當的材料,竄改,插入,如在課本中添加材料,插話,參,插入,插話,干涉,放,參,姿勢,竄改,添寫進去,插入新語句"
interpose,"插入,介於,二者間,干涉,插嘴,幹預"
interpret,"動詞,解釋"
interpretations,"解釋,說明"
interregnum--0,"記,中間,統治,兩個國王統治之間的時期,無王時期,無王時期,舊王統治結束新王尚未登基間的一段空隙,類,無王時期沒有統治冬眠沒有活動,空白期間,空位期間,中斷"
interrelated--0,"相關的,互相聯繫的"
interrogate,"詢問,審訊,記法,互相,詢問審問"
interrogative,"疑問詞,疑問字,疑惑的,疑問的"
interrupt,"中斷,妨礙,插嘴,打斷中斷"
interruption,"打岔,中斷,中斷之事"
interruptions,中斷
intersect--0,"橫斷,直線,相交,交叉"
intersperse,"記,中間,散布,在中間散布,點綴,點綴,散置,于物體的間隙中使之多樣化,散布,點綴"
intertwine,"使,糾纏,使,纏繞"
intervals,"間隔,區間"
intervene--0,"介入,插入,調解,調停,干涉,幹預"
intervention,"介入,干預,調停"
interwoven,"交織的,混雜的"
intimate,"親密的,私人的,秘密的,暗示,通知,告訴熟友"
intimation,"暗示,諷示,通知"
intimidate--0,"威脅,恐嚇,脅迫"
intimidating,"嚇人的,令人生畏的"
intimidation,"恐嚇,類,諂媚者奉承敲詐者恫嚇,大膽的不會被使害怕抑製不住的不會被抑製,欺凌弱小者威嚇笨人輕信"
into,"進入,之內,深入,之中,成為,狀況"
intoxicant,"記,使喝醉,使陶醉,使激動不已,使中毒,使,毒,使中酒精毒,使喝醉,致醉物,使人麻醉的藥劑,包括酒類飲料,醉人的,參,毒性,中毒的,有毒的,類,麻醉劑使麻醉酒精飲料使沉醉,使醉的東西,使醉的"
intoxicate--0,"使陶醉,被成功衝昏了頭腦的,使醉,使如梦似的,喝醉的,酒醉開車"
intoxicates,陶醉
intractable--0,"倔強的,難管的,使混亂,記法不拉拉不動的"
intransigence,"極端不妥協,不讓步,反,柔軟,順從,不妥協態度,不讓步,不調和"
intransigent--0,極端不妥協的類堅定過分是不妥協的關心過分是沉迷的
intrepid--0,"堅定勇敢無畏的類優雅的不粗俗勇敢的不害怕無畏的不會被阻止全神貫注的不會被分心反,膽小的,膽怯的,憂慮不安的"
intricacy,"錯綜,複雜,紛亂,記,在裡面,詭計,詭計是很,複雜難懂的,參,複雜的,錯綜的"
intricate--0,"復雜的,錯綜的,纏結的,難懂的"
intrigue--0,"陰謀,復雜的事,密謀,私通,激起,的興趣,用詭計取得"
intriguing--0,"迷人的,有迷惑力的,引起興趣,或好奇心,的"
intrinsic--0,"固有的,內在的,本質的"
intrinsically,"本質的,固有的,內在的"
introduce,"帶領,輸入,傳入,介紹,作為的開頭"
introducing,"介紹,引介"
introduction,"引進,傳入,採用,介紹,導言,引言,入門"
introductory,"序論的,引導的,入門的,初步的"
introspective--0,"內省的,反思的,自省的"
intrude--0,"強加於,闖入,記法內伸伸不進去,伸,伸出"
intruding,"侵入,闖入"
intuition,"直覺,由直覺獲知的知識"
intuitive,"直覺的,憑直覺的,憑直覺的方法判斷"
intuitively,"直覺地,直觀地,由直覺而得地"
inundate,"由于洪水泛濫,淹沒參,波動起伏,成波浪形,豐富的,反,耗盡,排水"
inure--0,"使習慣接受不好的東西,使堅強"
inured,"記源于,使習慣,變成使用中的,習慣了,讀牛耳朵,類似鑽牛角尖,是一種習慣,很難改,習慣的,經過長時間適應厭煩的東西,類,敏感對過敏的習慣對習慣的"
invade,"侵入,擁入,侵略,侵襲"
invalid--0,"形容詞,無效的,病弱的,名詞,病弱的人,殘疾者"
invalidated--0,使無效
invective--0,"辱罵,抨擊,辱罵的類勸告是為了激發漫罵是為了羞辱"
inveigh,"激烈抗議,表示強烈不滿"
inveigle--0,"誘騙,通過勸誘,討好欺詐,類用陰謀使人感興趣是誘騙用陰謀計劃是密謀反,直接要求,公開說服"
invention,"發明創造,發明才能,創造力,發現,找到"
inventive,"善於發明的,有創造力的,發明的"
inventor,"發明家,發明者"
inventory,"詳細目錄,存貨清單,列入詳細目錄,清點存貨"
inverse,"記,反,轉,反轉,相反的,在次序,本質或作用方面,相反的,上下顛倒的,參,使顛倒,使轉化,倒轉的,反轉的,反面,倒轉"
invert,"轉化的,使反轉,使顛倒,使轉化顛倒的事物"
invertebrate,"無脊骨的,無脊椎的,無骨氣的無脊椎動物,無骨氣的人"
invest,"給,著衣,投,投資,買進"
investigate,"調查,調查研究,調查,調查研究"
investigation,"正式的,調查,偵查"
investing,熔模鑄造
investiture,"記,進入,背心,車,穿上官服,配上大奔,授權儀式,宗教,任職儀式,授,高官之,權儀式,區,投資,授職,授權,覆蓋物"
inveterate--0,"積習已深的,根深蒂固的參,老兵,退伍軍人,反,以前的,古時的,偶然的,機考數據確認有,優先選擇,沒有,才考慮,無經驗的,偶然的"
invidious--0,"招致不滿的,惹人不快的,記法不看不長眼"
invigorate--0,"使生氣勃勃,使有活力類滋補的使健壯止痛的使麻木導致的煽動反,消瘦,憔悴,變得有活力,使衰竭,使憔悴,士氣受挫"
invigorating,"精神充沛的,反,催眠的,想睡的,精神充沛的,爽快的"
invigoration,"煥發精神,生氣勃勃,反,瘦弱,憔悴,媽媽,出門沒人做飯,鼓舞"
invincible,"不可戰勝的,無法阻擋的"
inviolable,"神聖不可侵犯的,不可褻瀆的,不能征服的類難以滲透的不能滲透不可褻瀆的不能褻瀆反,褻瀆的,不純的,調查,研究"
inviting,"形容詞,吸引人的,誘人的"
invoke--0,"援引,引起,求助,请求,乞灵于,计算机,调用"
involuntary,"記,自愿的,故意的,志愿的,非有意的,不自覺的,不受意志力控製的,自然而然的,無意的,不知不覺的,偶然的,不隨意的"
involved--0,"複雜難懂的,與他人有密切關係的"
involves,"使捲入,包含,意味著,使專注,使忙於"
involving,"包括,使,陷於"
invulnerable,"記,易受攻擊的,無法傷害的,固若金湯的,類,難以防守的不能被防守無法傷害的不能被傷害,婉轉的話不會冒犯無法傷害的不會傷害,不會受傷害的,無懈可擊的"
inward,"裏面的,內部的,向內的,進來的,內地的裏面,內部,內臟,腸胃,向內"
iodine,"碘,碘酒,溶于酒精的碘的一種液體,可以防止傷口感染,碘,碘酒"
ion,離子離子的
iota,"記,阿爾法貝塔艾歐塔,把這句話念,遍,對艾歐塔形成希臘字母的感覺,然后第九個字母引申為極小量,艾歐塔,希臘字母表中的第九個字母,相當于英語的,極小量,例,他說的那番話一點兒道理也沒有,希臘語字母第,位,極微小"
irascible--0,"易發怒的,性情暴躁的類易怒的不容易安撫沒感覺不容易有意識的反,和藹可親的"
irascribly,易怒地
irate,勃然大怒的類感情奔放和感情奔放的憤怒和憤怒的
ire--0,"內心充滿,憤怒,易怒的,暴躁的"
iridescent,"彩虹色的,隨位置不同而,變色的,閃色的"
irk,"令人煩惱的事物,使煩惱,使厭倦"
irksome,"煩人的,使人生氣的,枯燥乏味的類討厭的人是討厭的專家是精通的"
ironclad,"記,鐵,在金屬外覆以另一種金屬,原指,世紀兩則用金屬片作為護甲的戰艦,十分堅固的,十分堅固的,裝有鐵甲的,鐵定不變的,類,堅固的對十分堅固的聰明的對才華橫溢的充滿的對擁擠的,裝甲的,打不破的"
ironic,"諷刺的,挖苦的,諷刺意味,出乎意料的"
ironically,"副詞,說反話地,諷刺地"
irony,"名詞,反語,諷刺,出乎意料的結果"
irradicable,"無法根除的,類,不能說的不能描述不能根除的不能刪除,無可救藥的不能改正不能根除的不能移動,不能根除的,根深蒂固的"
irreconcilable--0,"不能調和的,矛盾的,字根,協商"
irredeemable,"記,贖回,挽回,無法挽回的,不能贖回的,不能贖回的,不能兌現的,不可救藥的"
irreducible,"記,減少,簡化,不能簡化的,無法縮減為更簡單,或更小的形式或數量的,反,能分解成因子的,不能復歸的,不能削減的,數不可約分的"
irregular,"不合規格之物,不規則的,不整齊的,不合法的"
irregularly,"不規則的,不規律的,不穩定的"
irrelevant,"不相關的,不相關的,不切題的"
irremediable,"無法治癒的,無法糾正的,無法挽回的"
irrepressible,"鎮壓不住的,抑制不住的"
irresolute,"犹豫不定的,无决断的,憧,迟疑不决"
irreverence--0,"記,尊敬,敬重,不虔誠,不尊敬,類,譴責表示特別不贊成褻瀆表示特別不尊敬,反,敬畏,不尊敬的"
irrevocable--0,"不能撤回的,不能取消的,不能變更的"
irrigate,"灌溉,用水或藥液來,清洗,體腔或傷口,類司爐是添加燃料灌溉是添加水通電刺激是刺激沖洗傷口是沖洗,神聖的,不可褻瀆的,不可侵犯的"
irritable,"易怒的,器官,身體等,敏感的"
irritate,"激怒,使發怒,使不舒服,使發炎,引起不快"
irritated,"形,被激怒的,惱火的,刺激唄,的,形容詞被刺激而導致憤怒的"
irritating,"同,惱人的,令人厭煩的,煩人的習慣"
irritation,"激怒,惱怒,生氣,令人惱火的事疼痛處,疼痛感"
is,是
island,"島,島嶼,孤立地區,安全島,使成島狀,孤立"
isolate,"使隔離,使孤立,使絕緣隔離種群"
isolated,"孤立的,單獨的隔離的,與世隔絕的"
isolation,"隔絕,孤立,隔離"
isolence,沉默
isotope,同位素兩個或更多具有相同原子序數却具有不同的質量數的原子中的一個
issue,"流出,放出,發行,問題,使流出,放出,發行,發布,發給,配給,出"
isthmus,"記讀你死我死,不是你死就是我死,因為地峽太窄了,就像千軍萬馬過獨木橋,地峽,連接兩大塊陸地的狹長地區,類,地峽是狹長地區海峽是狹窄水道,地理地峽,峽部"
it,"去,進行,流動的,巡邏的,行程,野心大的,查帳,審計,試鏡,迂迴的,起初的,姓名首字母縮寫,開始,發起,運輸,轉型,過渡,短暫的,過渡的,過境,旅客,滅亡"
item,"項,條款,項目,一條,一則,又,同上,條"
items,"名目,項目,款項"
itinerant--0,"巡迴的,遊歷的,流動的"
itinerary,"旅程,旅行指南,遊記,巡迴的,遊歷的,旅程的"
itinerate,"巡迴,遊歷"
its,"代名詞,所有格,它的"
itself,"代名詞,反身代名詞,它自己"
ive,字尾形容詞
ivory,"象牙,乳白色,象牙制的,乳白色的"
jabber,"記象聲詞原指鳥或猴子吱吱喳喳地叫讀結巴,急促含混不清或無意義,地講話,急促含混不清或無意義,地講話,反,慢慢地說,快而含糊地說,吱吱喳喳地叫,閑聊,快而含糊不清的話"
jade,"玉,翡翠,老馬,綠色的,玉制的,使,疲倦"
jaded,"工作,過度勞累的,因過飽或過多,厭膩的類過分暴露導致厭倦的接種疫苗導致免疫反,鋒利的,敏捷的"
jagged,"記,尖齒,鋸齒狀的,讀扎哥,用尖齒扎哥哥,邊緣或表面,鋸齒狀的,質量,粗糙低劣的,鋸齒狀的,有凹口的,外形參差不齊的"
jamb,"記原指馬的后腿,像兩根柱子,讀戰敗,古代戰敗的人要從兩個馬腿中鑽過,馬腿,側柱,側柱,組成門,窗或壁爐等的兩側的一對豎直的柱子中的一個,起支撐和裝飾作用,礦柱,旁柱"
jape,"記,拼音扎破,開玩笑可以扎破緊張的氣氛,開玩笑,笑話,反,尊敬,開玩笑,開玩笑,笑話"
jar--0,"不一致,衝突,發出刺耳的聲音,軋軋地作響,使人產生不愉快的感覺,刺激"
jargon,"行話,一個行業中使用的專業技術語言,胡言亂語類地方有方言行業有行話"
jarring--0,"刺耳的,不和諧的,輾軋聲,類,惡臭的氣味刺耳的聲音,反,音調優美的"
jaundice,"因嫉妒,猜忌等導致的,偏見,病,黃疸"
jaundiced,"記,下面,冰,有偏見的人容易渾身發熱,所以要放在冰的下面,有偏見的,嫉妒心重的,反,好意的處理,公平的,無偏見的,患黃疸病的,敵視的,有偏見的"
jaunt,"遠足,徒步旅遊,遠足,徒步旅遊"
jaunty,"記源于,遠足,短途旅游,姑奶奶很,是因為愉快的短程旅游,愉快的,洋洋得意的,反,沉靜的,感到自信和自滿的,洋洋得意的"
jazz,"世紀產生于美國的一種舞曲性音樂,爵士樂,喧鬧,爵士樂的,喧吵的,顏色過于艷麗的,奏爵士樂,跳爵士舞,游蕩,奏爵士樂,使活潑"
jealousy,"名詞,妒忌,猜忌"
jeer,"大聲,嘲笑,譏諷,譏笑的言語類嘲笑的動作表示嘲笑譴責的語言表示譴責"
jejune--0,"文章,枯燥乏味的,缺乏營養的類複雜的缺乏簡單枯燥的缺乏興趣反,引起思考的,發人深省的"
jelly,"果凍,果凍甜食,膠狀物,使,結凍,使,成膠狀"
jeopardize--0,"危害,使受危困,使陷危地"
jeopardy,"損失或受傷的,危險參,危害,類隱居進入隱居中危及進入危險中沒有信息的不容易被徹底了解危險的不容易被克服"
jerk,"動詞,把,猛地一拉,顛簸,痙攣,名詞,猛然地一拉,顛簸,痙攣,怪人"
jerky,"動作急促的,不平穩的,顛簸的,愚蠢的"
jest,"笑柄,笑話,講笑話,嘲笑,開玩笑,嘲笑"
jesus,耶穌基督
jettison--0,"丟棄,一些不想要或是累贅的東西,拋棄的貨物反,保持"
jibe,"與,一致,符合,嘲笑例,他的言行不一類歡呼就是鼓舞嘲笑就是嘲笑反,斗爭,沖突"
jigsaw,"拼圖玩具,七巧板"
jingoism,"極端愛國主義,侵略主義,沙文主義"
jingoist,"記,讀巾幗,英雄,有對國家的極端忠實,讀靖國,靖國神社是沙文主義的體現,侵略主義者,尤以好戰的對外政策為特征的極端國家主義,類,偏袒親戚愛親戚沙文主義愛國家,反,和平主義者,主張和平的人,沙文主義者,侵略主義者"
jitters,"緊張,不安"
job,"工作,零活,職業,事情,做零工,打雜,做股票經紀,假公濟私,代客買賣"
jockey,"賽馬的騎師,停車,操作工,騙,瞞,駕駛,移動,當賽馬的騎師"
jocose,"人,逗趣的,愛開玩笑的"
jocular,"詼諧的,記,笑話,開玩笑,滑稽的,詼諧的,反,嚴肅認真的"
jocund,"記,底下有笑話,高興的,在性情,性格或特征上,快樂的,高興的,參,歡樂的,快活的,高興,掃興的人,反,沉悶的,郁悶的,陰沉的,嚴肅的,沮喪的,歡樂的,高興的"
jog,"轻推,轻撞,漫步,轻推,使,蹒跚行进,使,慢跑"
join,"連接,參加,鄰接,毗連,聯合,參加,加入,鄰接,毗連連接,接連處"
joined,"加入,參加,結合,參加,加入,結合"
